text ID,Sentiment assessment,GPEs
3326,"[(['possible'], 0.0, 1.0, None)]",['South Africa']
2968,[],['Iraq']
3107,"[(['own'], 0.6, 1.0, None)]",[]
1284,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]","['Iowa', 'New Hampshire']"
2989,[],[]
3866,"[(['disappointment'], -0.6, 0.4, None), (['first'], 0.25, 0.3333333333333333, None)]",[]
4796,"[(['first'], 0.25, 0.3333333333333333, None)]",[]
961,"[(['sexual'], 0.5, 0.8333333333333334, None)]",[]
273,"[(['failure'], -0.3166666666666667, 0.3, None)]",[]
3398,"[(['gay'], 0.4166666666666667, 0.5833333333333334, None)]",[]
263,"[(['wants'], 0.2, 0.1, None)]",[]
1242,"[(['tight'], -0.17857142857142858, 0.2857142857142857, None)]",[]
2840,"[(['best'], 1.0, 0.3, None)]",['Iran']
1570,[],[]
2463,[],[]
4469,[],[]
2507,[],[]
1610,"[(['loses'], -0.3, 0.1, None)]",[]
4107,"[(['real'], 0.2, 0.30000000000000004, None), (['white'], 0.0, 0.0, None)]",['America']
3474,[],[]
1181,"[(['top'], 0.5, 0.5, None)]",[]
624,[],[]
2042,[],[]
1680,"[(['top'], 0.5, 0.5, None)]",[]
2874,"[(['glad'], 0.5, 1.0, None), (['surprising'], 0.7, 0.5, None), (['win'], 0.8, 0.4, None)]",[]
5244,[],[]
3888,"[(['white'], 0.0, 0.0, None), (['failed'], -0.5, 0.3, None)]",[]
763,"[(['daily'], 0.0, 0.0, None)]",[]
739,"[(['wants'], 0.2, 0.1, None)]",[]
1338,"[(['back'], 0.0, 0.0, None)]",[]
5258,"[(['down'], -0.15555555555555559, 0.2888888888888889, None), (['truthful'], 0.5, 0.5, None)]",[]
4053,[],['Haiti']
2678,"[(['real'], 0.2, 0.30000000000000004, None)]",[]
3495,[],[]
4930,"[(['far'], 0.1, 1.0, None), (['middle'], 0.0, 0.0, None)]",[]
4904,"[(['final'], 0.0, 1.0, None), (['winning'], 0.5, 0.75, None), (['contingent'], -0.1, 0.6, None), (['best'], 1.0, 0.3, None)]",[]
3146,[],[]
4489,[],[]
4454,"[(['middle'], 0.0, 0.0, None), (['less'], -0.16666666666666666, 0.06666666666666667, None), (['moderate'], 0.0, 0.7, None), (['past'], -0.25, 0.25, None)]",[]
4708,"[(['true'], 0.35, 0.65, None)]",[]
1461,[],[]
440,[],[]
3851,"[(['general'], 0.05000000000000002, 0.5, None)]",['U.S.']
334,[],['Vermont']
3767,[],['Ferguson']
5215,[],[]
5207,[],[]
5035,[],[]
3103,"[(['religious'], 0.0, 0.25, None)]",[]
1376,[],['Paris']
1510,"[(['first'], 0.25, 0.3333333333333333, None)]",['Charleston']
356,"[(['black'], -0.16666666666666666, 0.43333333333333335, None), (['human'], 0.0, 0.1, None)]",['Florida']
2683,"[(['next'], 0.0, 0.0, None)]","['Drudge', 'Koch']"
4020,[],['Syria']
3226,[],[]
3375,"[(['top'], 0.5, 0.5, None), (['secret'], -0.4, 0.7, None)]",[]
3106,"[(['closed'], -0.1, 0.1, None), (['closed'], -0.1, 0.1, None)]",[]
2339,"[(['emotional'], 0.0, 0.65, None)]",[]
2422,"[(['no', 'serious'], 0.16666666666666666, 0.6666666666666666, None)]",[]
1597,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",['New Hampshire']
4261,"[(['top'], 0.5, 0.5, None), (['secret'], -0.4, 0.7, None), (['final'], 0.0, 1.0, None)]",['Iowa']
2640,[],['Cleveland']
4477,[],[]
5184,[],[]
4648,[],[]
3144,[],[]
1784,"[(['greatest'], 1.0, 1.0, None)]",[]
800,"[(['easily', 'win'], 0.8, 0.4, None), (['primary'], 0.4, 0.5, None)]","['West Virginia', 'Nebraska']"
1518,[],[]
3938,"[(['human'], 0.0, 0.1, None), (['down'], -0.15555555555555559, 0.2888888888888889, None)]",[]
3638,[],"['US', 'Paris']"
1829,"[(['first'], 0.25, 0.3333333333333333, None), (['major'], 0.0625, 0.5, None)]",[]
2845,"[(['unlikely'], -0.5, 0.5, None)]",['Syria']
317,"[(['blue'], 0.0, 0.1, None), (['brave'], 0.8, 1.0, None)]",['Illinois']
3302,[],[]
162,[],[]
151,"[(['new'], 0.13636363636363635, 0.45454545454545453, None), (['legal'], 0.2, 0.2, None)]",[]
2714,"[(['blind'], -0.5, 0.6666666666666666, None)]",[]
3327,"[(['cutting'], -0.6, 0.9, None)]",['Iran']
4147,[],[]
751,"[(['narrowly', 'wins'], 0.3, 0.2, None), (['huge'], 0.4000000000000001, 0.9, None)]",['Kentucky']
3993,[],[]
3664,"[(['killed'], -0.2, 0.0, None), (['possible'], 0.0, 1.0, None)]",['Florida']
4455,"[(['extreme'], -0.125, 1.0, None)]",[]
235,[],[]
4359,"[(['global'], 0.0, 0.0, None)]",['Paris']
2462,"[(['possibly'], 0.0, 1.0, None)]",[]
4289,[],[]
743,"[(['more'], 0.5, 0.5, None)]",[]
5061,"[(['historic'], 0.0, 0.0, None)]",[]
1146,[],['Rubio']
1027,"[(['behind'], -0.4, 0.7, None)]",[]
5237,[],"['Putin', 'US']"
4122,"[(['big'], 0.0, 0.1, None), (['male'], 0.0, 0.1, None), (['unusual'], 0.2, 1.0, None)]",[]
266,[],[]
2551,[],[]
5060,"[(['strong'], 0.4333333333333333, 0.7333333333333333, None)]",['America']
5183,"[(['mysteriously'], 0.0, 1.0, None), (['big'], 0.0, 0.1, None)]",[]
2822,"[(['american'], 0.0, 0.0, None)]",['Iraq']
4305,"[(['key'], 0.0, 1.0, None), (['success'], 0.3, 0.0, None)]",[]
1786,"[(['first'], 0.25, 0.3333333333333333, None)]",[]
2057,[],[]
4601,"[(['last'], 0.0, 0.06666666666666667, None), (['endless'], -0.125, 0.75, None), (['american'], 0.0, 0.0, None)]",[]
1996,"[(['back'], 0.0, 0.0, None), (['future'], 0.0, 0.125, None)]",[]
4267,"[(['bad'], -0.6999999999999998, 0.6666666666666666, None), (['good'], 0.7, 0.6000000000000001, None)]",[]
3077,"[(['public'], 0.0, 0.06666666666666667, None), (['more'], 0.5, 0.5, None)]",[]
2376,[],[]
2570,"[(['adamantly'], 0.1, 0.7, None), (['illegal'], -0.5, 0.5, None)]",[]
4375,[],[]
781,"[(['shallow'], -0.3333333333333333, 0.5, None), (['responsible'], 0.2, 0.55, None)]",[]
2619,[],"['Iran', 'Israel']"
693,"[(['shady'], -0.25, 0.625, None), (['predictable'], -0.2, 0.5, None)]",[]
4621,[],[]
1118,[],[]
5223,"[(['ethical'], 0.2, 0.6, None)]",[]
217,"[(['far'], 0.1, 1.0, None), (['proves'], 0.3, 0.0, None), (['likely'], 0.0, 1.0, None), (['much', 'different'], 0.0, 0.6, None)]",[]
2634,"[(['general'], 0.05000000000000002, 0.5, None), (['offers'], 0.1, 0.0, None), (['careful'], -0.1, 1.0, None)]",[]
3134,"[(['white'], 0.0, 0.0, None), (['christian'], 0.0, 0.0, None), (['religious'], 0.0, 0.25, None)]",[]
1590,"[(['strong'], 0.4333333333333333, 0.7333333333333333, None)]",[]
704,"[(['moderate'], 0.0, 0.7, None)]",[]
3982,"[(['killed'], -0.2, 0.0, None), (['french'], 0.0, 0.0, None)]",['Raid']
3140,"[(['christian'], 0.0, 0.0, None)]",[]
1423,[],[]
3828,"[(['calm'], 0.30000000000000004, 0.75, None)]",[]
1722,[],[]
1479,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
992,"[(['winning'], 0.5, 0.75, None), (['many'], 0.5, 0.5, None), (['left'], 0.0, 0.0, None)]",[]
1343,[],[]
187,[],[]
5209,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
4883,"[(['double'], 0.0, 0.0, None), (['standard'], 0.0, 0.0, None)]",[]
4750,[],[]
5020,"[(['only'], 0.0, 1.0, None), (['other'], -0.125, 0.375, None), (['green'], -0.2, 0.3, None)]",[]
1171,[],[]
764,"[(['shocking'], -1.0, 1.0, None)]",[]
1819,"[(['back'], 0.0, 0.0, None)]",[]
569,"[(['lonely'], -0.09999999999999998, 0.7, None), (['common'], -0.3, 0.5, None)]",[]
4770,"[(['own'], 0.6, 1.0, None)]",[]
1920,[],[]
4431,[],['Afghanistan']
1675,"[(['fast'], 0.2, 0.6, None)]",[]
5057,"[(['last'], 0.0, 0.06666666666666667, None)]",[]
188,"[(['first'], 0.25, 0.3333333333333333, None)]",[]
5028,[],[]
3,[],['DC']
4561,[],['Hungary']
4145,"[(['extreme'], -0.125, 1.0, None)]",[]
479,"[(['tough'], -0.3888888888888889, 0.8333333333333334, None)]",['US']
2532,[],[]
4246,"[(['other'], -0.125, 0.375, None)]",['Flint']
708,"[(['better'], 0.5, 0.5, None)]",[]
4563,"[(['full'], 0.35, 0.55, None)]",[]
944,"[(['own'], 0.6, 1.0, None)]",[]
821,"[(['right'], 0.2857142857142857, 0.5357142857142857, None)]",['Kasich']
5114,"[(['sad'], -0.5, 1.0, None)]",[]
4630,"[(['really'], 0.2, 0.2, None)]",[]
3887,"[(['success'], 0.3, 0.0, None)]",[]
500,[],[]
2497,[],"['United States', 'Texas']"
2837,"[(['middle'], 0.0, 0.0, None), (['sick'], -0.7142857142857143, 0.8571428571428571, None)]",[]
3870,"[(['white'], 0.0, 0.0, None)]",['Yemen']
868,"[(['likely'], 0.0, 1.0, None), (['short'], 0.0, 0.3, None)]",[]
1115,[],['Chicago']
449,[],[]
2768,"[(['more'], 0.5, 0.5, None)]",['Iran']
3855,[],[]
1318,"[(['tense'], -0.3333333333333333, 0.5, None)]",[]
972,"[(['past'], -0.25, 0.25, None)]",[]
109,[],['U.S.']
2691,[],[]
4397,"[(['popular'], 0.6, 0.9, None), (['win'], 0.8, 0.4, None)]",[]
2052,[],[]
605,"[(['primary'], 0.4, 0.5, None), (['behind'], -0.4, 0.7, None)]",[]
819,"[(['responsible'], 0.2, 0.55, None)]",[]
1883,"[(['super'], 0.3333333333333333, 0.6666666666666666, None), (['possible'], 0.0, 1.0, None)]",[]
3682,"[(['dead'], -0.2, 0.4, None)]",[]
5190,[],[]
2139,[],['California']
2646,"[(['guilty'], -0.5, 1.0, None), (['american'], 0.0, 0.0, None)]",[]
1604,"[(['directly'], 0.1, 0.4, None)]",[]
1424,[],[]
4484,[],[]
1297,"[(['starting'], 0.0, 0.1, None)]",[]
2732,"[(['really', 'really', 'really', 'really'], 0.2, 0.2, None)]",[]
4088,[],['Cuba']
578,"[(['killed'], -0.2, 0.0, None)]",[]
1723,"[(['first'], 0.25, 0.3333333333333333, None)]",[]
3256,"[(['social'], 0.03333333333333333, 0.06666666666666667, None), (['really'], 0.2, 0.2, None), (['poor'], -0.4, 0.6, None), (['most'], 0.5, 0.5, None)]",[]
2786,[],"['Afghanistan', 'U.S.']"
4514,"[(['new'], 0.13636363636363635, 0.45454545454545453, None), (['loved'], 0.7, 0.8, None), (['left'], 0.0, 0.0, None)]",[]
1612,"[(['fourth'], 0.0, 0.0, None), (['round'], -0.2, 0.4, None)]",[]
1951,[],[]
5105,[],[]
2987,"[(['final'], 0.0, 1.0, None), (['dramatic'], -0.4333333333333333, 0.6, None)]",[]
1653,"[(['political'], 0.0, 0.1, None)]",[]
462,[],[]
2102,[],[]
1530,[],[]
2588,[],['Israel']
4797,"[(['win'], 0.8, 0.4, None)]",[]
5134,"[(['white'], 0.0, 0.0, None)]",[]
1535,[],[]
5128,"[(['narrow'], -0.2, 0.4, None)]",[]
4126,[],[]
1222,"[(['last'], 0.0, 0.06666666666666667, None)]",[]
2005,"[(['white'], 0.0, 0.0, None)]",[]
3081,"[(['game'], -0.4, 0.4, None), (['wins'], 0.3, 0.2, None)]",['Us']
324,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",['New York']
17,[],[]
1005,"[(['impossible'], -0.6666666666666666, 1.0, None)]",[]
4050,[],"['US', 'Yemen']"
419,"[(['trouble'], -0.2, 0.2, None)]",[]
3897,"[(['secret'], -0.4, 0.7, None)]",['Washington']
3761,"[(['down'], -0.15555555555555559, 0.2888888888888889, None)]",['Baltimore']
4197,[],[]
193,"[(['happy'], 0.8, 1.0, None), (['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
1014,"[(['violent'], -0.8, 1.0, None)]",[]
126,"[(['closed'], -0.1, 0.1, None)]",['Oklahoma']
1857,"[(['good'], 0.7, 0.6000000000000001, None), (['bad'], -0.6999999999999998, 0.6666666666666666, None), (['ugly'], -0.7, 1.0, None)]",[]
1059,[],['D.C.']
3456,[],[]
2211,[],['Israel']
5177,[],[]
5185,[],[]
5082,[],[]
2086,"[(['historic'], 0.0, 0.0, None)]",['Paris']
4844,"[(['excellent'], 1.0, 1.0, None)]",[]
4494,"[(['right'], 0.2857142857142857, 0.5357142857142857, None), (['guilty'], -0.5, 1.0, None)]",[]
2222,"[(['future'], 0.0, 0.125, None), (['american'], 0.0, 0.0, None)]",[]
3566,[],[]
2624,[],"['Iran', 'Israel']"
1066,[],['Brussels']
825,"[(['general'], 0.05000000000000002, 0.5, None), (['big'], 0.0, 0.1, None), (['wins'], 0.3, 0.2, None)]",[]
2706,"[(['modern'], 0.2, 0.3, None)]",[]
2574,"[(['little'], -0.1875, 0.5, None)]",[]
4996,"[(['real', 'medical'], 0.0, 0.0, None)]",[]
3764,"[(['general'], 0.05000000000000002, 0.5, None)]",['Baltimore']
3168,"[(['major'], 0.0625, 0.5, None), (['corporate'], 0.0, 0.0, None), (['back'], 0.0, 0.0, None)]",[]
3494,"[(['love', '!'], 0.625, 0.6, None)]",[]
131,"[(['not', 'new'], -0.06818181818181818, 0.45454545454545453, None)]",[]
3073,[],[]
4047,"[(['willing'], 0.25, 0.75, None)]","['Greece', 'Iran']"
5083,"[(['steady'], 0.16666666666666666, 0.5, None), (['more'], 0.5, 0.5, None), (['historic'], 0.0, 0.0, None)]",[]
4027,[],['U.S.']
4587,[],[]
497,"[(['finally'], 0.0, 1.0, None)]",[]
1532,[],[]
4696,"[(['white'], 0.0, 0.0, None)]",[]
3821,"[(['human'], 0.0, 0.1, None)]",['Ethiopia']
2519,"[(['illegal'], -0.5, 0.5, None), (['elect'], 0.8, 0.9, None)]",[]
806,[],[]
5236,[],['Kentucky']
1994,[],[]
4070,"[(['powerful'], 0.3, 1.0, None)]",[]
612,"[(['early'], 0.1, 0.3, None), (['primary'], 0.4, 0.5, None)]",[]
5089,[],[]
1162,"[(['back'], 0.0, 0.0, None)]",[]
4052,[],"['Jamaica', 'Cuba']"
2004,[],[]
911,"[(['top'], 0.5, 0.5, None), (['win'], 0.8, 0.4, None)]",[]
5146,[],[]
10,[],[]
2893,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
4434,[],[]
814,"[(['foreign'], -0.125, 0.125, None)]",[]
2036,"[(['more'], 0.5, 0.5, None), (['open'], 0.0, 0.5, None)]",[]
90,"[(['black'], -0.16666666666666666, 0.43333333333333335, None)]",[]
3559,[],[]
1241,[],['Nevada']
4806,"[(['top'], 0.5, 0.5, None)]",[]
4398,"[(['down'], -0.15555555555555559, 0.2888888888888889, None)]",[]
756,"[(['southern'], 0.0, 0.0, None)]",[]
3386,[],[]
4178,"[(['sharp'], -0.125, 0.75, None), (['offers'], 0.1, 0.0, None)]",[]
1845,"[(['really'], 0.2, 0.2, None)]",[]
3032,"[(['possible'], 0.0, 1.0, None), (['american'], 0.0, 0.0, None)]",[]
2905,[],"['US', 'Iran']"
2593,[],[]
3837,[],[]
3666,[],['San Bernardino']
2219,"[(['important'], 0.4, 1.0, None), (['least'], -0.3, 0.4, None)]","['Iran', 'Israel']"
3848,"[(['absolutely', 'wrong'], -0.5, 0.9, None)]",[]
5268,"[(['key'], 0.0, 1.0, None)]",[]
4328,[],[]
5142,"[(['expected'], -0.1, 0.4, None)]",[]
837,[],[]
2087,[],[]
2181,[],['Vlad']
3247,"[(['foreign'], -0.125, 0.125, None)]",['Cuba']
2844,[],['Iraq']
3622,[],"['Paris', 'US']"
3551,[],[]
3736,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",['Baltimore']
4306,[],['Iowa']
3974,"[(['hard'], -0.2916666666666667, 0.5416666666666666, None)]",['U.S.']
3202,"[(['moderate'], 0.0, 0.7, None)]",[]
3466,[],[]
1364,[],['Iowa']
1019,"[(['massive'], 0.0, 1.0, None)]",[]
2089,[],[]
2189,"[(['foreign'], -0.125, 0.125, None)]",[]
2258,"[(['gay'], 0.4166666666666667, 0.5833333333333334, None), (['right'], 0.2857142857142857, 0.5357142857142857, None), (['other'], -0.125, 0.375, None)]",['Kenya']
524,[],[]
5147,[],[]
1783,"[(['only'], 0.0, 1.0, None), (['scary'], -0.5, 1.0, None)]",[]
171,"[(['wrong'], -0.5, 0.9, None)]",[]
736,"[(['winning'], 0.5, 0.75, None)]",['Indiana']
4283,"[(['latest'], 0.5, 0.9, None)]",['Palin']
3691,[],[]
2627,[],[]
2237,[],[]
1064,[],[]
849,[],['Indiana']
1802,"[(['love'], 0.5, 0.6, None)]",[]
1875,[],[]
62,[],[]
3957,"[(['down'], -0.15555555555555559, 0.2888888888888889, None)]","['Russia', 'Syria', 'Turkey']"
4268,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",['New Hampshire']
3215,[],[]
1753,[],[]
4906,"[(['economic'], 0.2, 0.2, None)]",[]
1235,"[(['primary'], 0.4, 0.5, None)]",[]
4360,"[(['ready'], 0.2, 0.5, None)]",[]
4076,"[(['dead'], -0.2, 0.4, None)]",['Kenya']
347,[],[]
2921,"[(['fail'], -0.5, 0.29999999999999993, None)]",['Iraq']
3002,[],['Hiroshima']
3067,"[(['global'], 0.0, 0.0, None), (['economic'], 0.2, 0.2, None)]",['U.S.']
2912,[],['Iran']
5088,"[(['passionate'], -0.05, 0.8500000000000001, None), (['early'], 0.1, 0.3, None)]",[]
602,[],[]
3173,[],[]
4689,"[(['seriously'], -0.3333333333333333, 0.6666666666666666, None), (['actually'], 0.0, 0.1, None)]",[]
4327,"[(['top'], 0.5, 0.5, None)]",[]
2084,"[(['such'], 0.0, 0.5, None), (['late'], -0.3, 0.6, None), (['desperate'], -0.6, 1.0, None), (['global'], 0.0, 0.0, None)]",[]
1155,"[(['missing'], -0.2, 0.05, None), (['future'], 0.0, 0.125, None)]",[]
486,[],[]
2735,[],[]
3809,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
2386,"[(['quickly'], 0.3333333333333333, 0.5, None)]",[]
4370,[],[]
2018,[],[]
3641,[],[]
1556,"[(['most'], 0.5, 0.5, None)]",[]
322,"[(['alive'], 0.1, 0.4, None), (['new'], 0.13636363636363635, 0.45454545454545453, None)]",['New York']
2797,"[(['foreign'], -0.125, 0.125, None)]",['Iran']
1224,"[(['white'], 0.0, 0.0, None)]",[]
2775,"[(['behind'], -0.4, 0.7, None)]",[]
144,"[(['bloody'], -0.8, 0.9, None), (['powerful'], 0.3, 1.0, None)]",['Selma']
750,"[(['very'], 0.2, 0.3, None)]",[]
72,[],['Eleven States']
3946,[],"['US', 'US']"
1006,"[(['real', 'super'], 0.5, 1.0, None)]",[]
3506,"[(['thanks'], 0.2, 0.2, None)]",[]
639,[],[]
4207,[],[]
382,[],['Canada']
1471,"[(['round'], -0.2, 0.4, None), (['wild'], 0.1, 0.4, None)]",[]
4842,"[(['filled'], 0.4, 0.9, None)]",[]
2877,"[(['white'], 0.0, 0.0, None), (['down'], -0.15555555555555559, 0.2888888888888889, None)]",['Iran']
2241,[],[]
2186,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",['Iran']
4759,[],['Ohio']
402,"[(['white'], 0.0, 0.0, None), (['live'], 0.13636363636363635, 0.5, None)]",[]
2421,"[(['possible'], 0.0, 1.0, None)]","['Cuba', 'America']"
1791,"[(['white'], 0.0, 0.0, None), (['dark'], -0.15, 0.4, None), (['personal'], 0.0, 0.3, None)]",[]
2863,[],['Iran']
1983,"[(['stumble'], -0.05, 0.1, None)]",[]
4429,[],"['U.S.', 'Iraq']"
1020,"[(['good'], 0.7, 0.6000000000000001, None)]",[]
4030,[],['Hungary']
1760,[],[]
3777,[],[]
1742,"[(['winning'], 0.5, 0.75, None)]",[]
244,"[(['no', 'solid'], -0.0, 0.1, None)]",[]
2806,"[(['free'], 0.4, 0.8, None)]",['Iran']
1734,"[(['far'], 0.1, 1.0, None)]","['South Carolina', 'Nevada']"
4629,[],[]
1190,"[(['likely'], 0.0, 1.0, None)]",[]
5176,[],[]
1039,[],[]
4786,"[(['first'], 0.25, 0.3333333333333333, None)]",[]
3859,[],[]
4459,"[(['daily'], 0.0, 0.0, None), (['common'], -0.3, 0.5, None)]",[]
3727,"[(['mental'], -0.1, 0.2, None), (['big'], 0.0, 0.1, None), (['white'], 0.0, 0.0, None)]",[]
1630,"[(['failure'], -0.3166666666666667, 0.3, None)]",['U.S.']
3750,[],[]
