text ID,Sentiment assessment,GPEs
6025,"[(['long'], -0.05, 0.4, None)]",[]
10122,"[(['serious'], -0.3333333333333333, 0.6666666666666666, None), (['good'], 0.7, 0.6000000000000001, None), (['kind'], 0.6, 0.9, None)]",[]
9398,"[(['publicly'], 0.0, 0.06666666666666667, None)]",['Russia']
10427,"[(['ready'], 0.2, 0.5, None)]","['Russia', 'US']"
7099,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",['New Eastern Outlook']
8013,"[(['more'], 0.5, 0.5, None)]",[]
10092,"[(['different'], 0.0, 0.6, None)]",[]
9121,"[(['available'], 0.4, 0.4, None)]",[]
8122,[],['Iowa']
8988,"[(['american'], 0.0, 0.0, None)]",[]
8682,"[(['shocking'], -1.0, 1.0, None)]",[]
6350,"[(['black'], -0.16666666666666666, 0.43333333333333335, None)]",[]
7818,"[(['blasted'], -0.6, 0.9, None)]",[]
6408,[],[]
8357,[],[]
10511,"[(['back'], 0.0, 0.0, None)]",[]
8322,[],[]
6212,"[(['wins'], 0.3, 0.2, None), (['old'], 0.1, 0.2, None), (['first'], 0.25, 0.3333333333333333, None), (['full'], 0.35, 0.55, None)]",[]
6920,"[(['white'], 0.0, 0.0, None), (['welcome'], 0.8, 0.9, None)]",[]
9468,[],[]
6460,[],[]
6809,"[(['social'], 0.03333333333333333, 0.06666666666666667, None)]",[]
6527,[],[]
9447,[],[]
7256,[],[]
7228,"[(['real'], 0.2, 0.30000000000000004, None)]",['Russia']
7628,[],[]
8918,"[(['false'], -0.4000000000000001, 0.6, None)]",[]
7711,"[(['former'], 0.0, 0.0, None), (['young'], 0.1, 0.4, None)]",[]
9295,"[(['new'], 0.13636363636363635, 0.45454545454545453, None), (['worst'], -1.0, 1.0, None), (['short'], 0.0, 0.3, None), (['chilling'], -0.5, 0.9, None)]",[]
7474,"[(['american'], 0.0, 0.0, None), (['more'], 0.5, 0.5, None)]",['Britain']
7661,[],[]
7443,[],[]
8210,"[(['only'], 0.0, 1.0, None), (['worse'], -0.4, 0.6, None)]",['Syria']
9756,"[(['directly'], 0.1, 0.4, None)]",[]
6851,"[(['win'], 0.8, 0.4, None), (['same'], 0.0, 0.125, None)]",[]
9239,"[(['american'], 0.0, 0.0, None)]",[]
6815,"[(['tries'], -0.1, 0.4, None), (['more'], 0.5, 0.5, None)]",[]
7154,"[([':-)'], 0.5, 1.0, 'mood')]",[]
7757,"[(['middle'], 0.0, 0.0, None)]",[]
9557,[],[]
5297,"[(['western'], 0.0, 0.0, None), (['absurd'], -0.5, 1.0, None)]",['Russia']
8142,"[(['live'], 0.13636363636363635, 0.5, None), (['individual'], 0.0, 0.4, None), (['immense'], 0.0, 1.0, None)]",[]
6176,"[(['only'], 0.0, 1.0, None)]",[]
9402,"[(['really', 'visually', 'clever'], 0.16666666666666666, 0.8333333333333334, None)]",[]
6948,[],[]
9991,"[(['down'], -0.15555555555555559, 0.2888888888888889, None), (['public'], 0.0, 0.06666666666666667, None)]",[]
10555,"[(['latest'], 0.5, 0.9, None)]",[]
8549,"[(['following'], 0.0, 0.1, None)]",[]
6035,"[(['french'], 0.0, 0.0, None)]",[]
9134,"[(['broken'], -0.4, 0.4, None)]",['Washington DC']
6407,[],[]
6841,"[(['classic'], 0.16666666666666666, 0.16666666666666666, None)]",[]
8756,[],[]
5918,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
5307,"[(['proudly'], 0.8, 1.0, None), (['most'], 0.5, 0.5, None)]",[]
8484,[],[]
9948,[],['Mosul']
6058,"[(['desperate'], -0.6, 1.0, None)]",[]
8767,"[(['more'], 0.5, 0.5, None), (['tragic'], -0.75, 0.75, None)]",['Syria']
9394,"[(['politically'], 0.0, 0.1, None)]",[]
8428,[],[]
10357,[],[]
10257,"[(['massive'], 0.0, 1.0, None), (['social'], 0.03333333333333333, 0.06666666666666667, None)]",[]
7577,"[(['new'], 0.13636363636363635, 0.45454545454545453, None), (['worse'], -0.4, 0.6, None)]",[]
9485,"[(['next'], 0.0, 0.0, None), (['actual'], 0.0, 0.1, None)]",[]
6698,"[(['evil'], -1.0, 1.0, None)]",[]
8516,"[(['american'], 0.0, 0.0, None)]",[]
10048,[],"['US', 'EU', 'China']"
5724,"[(['mean'], -0.3125, 0.6875, None)]",[]
7892,"[(['medical'], 0.0, 0.0, None), (['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
9935,[],[]
6810,[],[]
5847,[],[]
7815,"[(['impossible'], -0.6666666666666666, 1.0, None), (['win'], 0.8, 0.4, None), (['likely'], 0.0, 1.0, None)]",[]
10183,[],['America']
6768,"[(['absolutely'], 0.2, 0.9, None)]",[]
10203,"[(['thanks'], 0.2, 0.2, None)]",[]
9953,[],['Islamabad']
9625,"[(['early'], 0.1, 0.3, None), (['wins'], 0.3, 0.2, None)]",[]
6872,"[(['small', '!'], -0.3125, 0.4, None), (['live'], 0.13636363636363635, 0.5, None)]",[]
8643,"[(['active'], -0.13333333333333333, 0.6, None), (['foreign'], -0.125, 0.125, None)]",[]
9265,"[(['american'], 0.0, 0.0, None), (['pink'], -0.1, 0.3, None)]",[]
5468,"[(['first'], 0.25, 0.3333333333333333, None)]",[]
9044,"[(['multiple'], 0.0, 0.0, None)]",['North Carolina']
6203,[],['Russia']
6316,[],[]
6850,"[(['propaganda'], -0.1, 0.1, None)]",['America']
6327,[],[]
6442,"[(['excited'], 0.375, 0.75, None), (['human'], 0.0, 0.1, None)]",[]
6801,[],[]
9196,"[(['not', 'really'], -0.1, 0.2, None)]",[]
9676,[],[]
10194,"[(['best'], 1.0, 0.3, None)]",[]
8772,"[(['base'], -0.8, 1.0, None)]",[]
6862,[],[]
6871,[],[]
7391,[],[]
9283,"[(['very', 'rarely', 'equal'], 0.0, 0.25, None)]",[]
8646,"[(['medical'], 0.0, 0.0, None)]",[]
6784,[],[]
9508,"[(['advanced'], 0.4, 0.6, None)]",['Russia']
8197,"[(['special'], 0.35714285714285715, 0.5714285714285714, None)]",[]
5575,"[(['real'], 0.2, 0.30000000000000004, None)]",[]
8114,"[(['killed'], -0.2, 0.0, None), (['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
10246,[],['Iraq']
9029,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
6448,"[(['complaint'], -0.3, 0.2, None)]",[]
8294,"[(['future'], 0.0, 0.125, None)]",[]
7338,[],[]
5926,"[(['becoming'], 0.45, 0.8500000000000001, None)]",['USA']
5914,[],[]
9961,[],[]
6391,"[(['australian'], 0.0, 0.0, None), (['corrupt'], -0.5, 1.0, None)]",[]
9521,[],[]
9340,"[(['successfully'], 0.75, 0.95, None)]",['Russia']
8145,[],[]
7844,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
7928,"[(['total'], 0.0, 0.75, None), (['silent'], 0.0, 0.1, None)]",[]
9168,"[(['possible'], 0.0, 1.0, None)]",[]
6455,"[(['physical'], 0.0, 0.14285714285714285, None)]",[]
6135,[],"['U.S.', 'Iran']"
10021,"[(['old'], 0.1, 0.2, None), (['worth'], 0.3, 0.1, None)]",[]
6775,[],[]
8263,"[(['wins'], 0.3, 0.2, None)]",[]
6494,[],[]
8521,"[(['creepy', '!'], -0.625, 1.0, None)]",[]
5722,[],[]
8340,"[(['other'], -0.125, 0.375, None)]",[]
7006,"[(['black'], -0.16666666666666666, 0.43333333333333335, None), (['nasty'], -1.0, 1.0, None)]",['Vagina']
6287,[],[]
7119,[],[]
6804,"[(['average', '!'], -0.1875, 0.39999999999999997, None)]",[]
5352,"[(['individual'], 0.0, 0.4, None)]",[]
7771,[],[]
10454,"[(['physical'], 0.0, 0.14285714285714285, None), (['real'], 0.2, 0.30000000000000004, None)]",[]
9814,"[(['more'], 0.5, 0.5, None), (['european'], 0.0, 0.0, None)]",[]
6429,[],[]
6918,"[(['quiet'], 0.0, 0.3333333333333333, None)]",['Israel']
9825,"[(['political'], 0.0, 0.1, None)]",[]
7713,[],[]
6995,[],[]
9645,"[(['easy', '!'], 0.5416666666666667, 0.8333333333333334, None), (['easy', '!'], 0.5416666666666667, 0.8333333333333334, None)]","['UK', 'UK']"
9251,[],['US']
8146,"[(['young'], 0.1, 0.4, None), (['first'], 0.25, 0.3333333333333333, None)]",[]
9722,"[(['hot'], 0.25, 0.8500000000000001, None), (['global'], 0.0, 0.0, None)]",[]
6170,[],['America']
5438,[],[]
6329,"[(['regularly'], 0.0, 0.07692307692307693, None), (['willing'], 0.25, 0.75, None), (['hate'], -0.8, 0.9, None), (['willing'], 0.25, 0.75, None), (['hate'], -0.8, 0.9, None)]",[]
9769,"[(['real'], 0.2, 0.30000000000000004, None)]",[]
7877,"[(['tragic'], -0.75, 0.75, None), (['shocked'], -0.7, 0.8, None)]",[]
5305,"[(['entire'], 0.0, 0.625, None)]",[]
8824,[],[]
9453,"[(['sad'], -0.5, 1.0, None)]",[]
5434,[],[]
6665,"[(['sure'], 0.5, 0.8888888888888888, None)]",[]
9554,"[(['better'], 0.5, 0.5, None)]",[]
8925,"[(['ready'], 0.2, 0.5, None), (['most'], 0.5, 0.5, None)]",[]
7953,"[(['catholic'], 0.0, 0.1, None)]",[]
6588,[],[]
9586,"[(['down'], -0.15555555555555559, 0.2888888888888889, None), (['crushing'], 0.4, 0.9, None), (['smaller'], 0.0, 0.5, None), (['more'], 0.5, 0.5, None)]",[]
6299,"[(['second'], 0.0, 0.0, None)]",[]
10314,"[(['wrong'], -0.5, 0.9, None)]",['Wrong Direction']
9648,"[(['major'], 0.0625, 0.5, None)]","['LA', 'Philly', 'Portland']"
9437,[],[]
9444,"[(['horrific'], -1.0, 1.0, None)]",[]
9560,"[(['middle'], 0.0, 0.0, None)]",[]
8133,"[(['blatantly'], -0.5, 0.5, None)]",[]
10548,"[(['political'], 0.0, 0.1, None)]",['Hollywood']
10363,[],[]
5685,"[(['top'], 0.5, 0.5, None)]",[]
6128,"[(['powerful'], 0.3, 1.0, None), (['black'], -0.16666666666666666, 0.43333333333333335, None)]",[]
7303,"[(['french'], 0.0, 0.0, None)]",[]
8367,"[(['finally'], 0.0, 1.0, None), (['abridged'], 0.1, 0.5, None)]",[]
9553,[],[]
6917,"[(['economic'], 0.2, 0.2, None)]",[]
7811,"[(['expected'], -0.1, 0.4, None)]",[]
7529,"[(['near'], 0.1, 0.4, None), (['human'], 0.0, 0.1, None)]",['Mosul']
8353,[],['Oregon']
10250,"[(['attendant'], 0.2, 0.4, None), (['quickly'], 0.3333333333333333, 0.5, None)]",[]
8696,"[(['unprecedented'], 0.6, 0.9, None)]",[]
9749,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
7253,"[(['free'], 0.4, 0.8, None)]",[]
5869,"[(['excessive'], -0.25, 1.0, None), (['military'], -0.1, 0.1, None)]",[]
6369,[],[]
7701,"[(['same'], 0.0, 0.125, None)]",[]
6113,"[(['breathtaking'], 1.0, 1.0, None)]",[]
9696,"[(['secret', '!'], -0.5, 0.7, None)]",[]
10124,"[(['american'], 0.0, 0.0, None), (['public'], 0.0, 0.06666666666666667, None)]",[]
9390,"[(['sick'], -0.7142857142857143, 0.8571428571428571, None), (['back'], 0.0, 0.0, None)]",[]
8552,[],[]
7863,[],['Washington']
8614,"[(['vicious'], -1.0, 1.0, None), (['jewish', '!'], 0.0, 0.0, None)]",[]
10518,"[(['american'], 0.0, 0.0, None), (['public'], 0.0, 0.06666666666666667, None)]",[]
9231,"[(['comical'], 0.5, 1.0, None)]",[]
8088,[],[]
9307,"[(['teenage'], 0.0, 0.0, None), (['female'], 0.0, 0.16666666666666666, None), (['epic', '!'], 0.125, 0.4, None)]",[]
8483,"[(['mysterious'], 0.0, 1.0, None)]",[]
10531,"[(['first'], 0.25, 0.3333333333333333, None)]",[]
5330,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
6975,[],[]
9618,[],"['US', 'Russia']"
7589,[],[]
9640,[],[]
8059,"[(['fake'], -0.5, 1.0, None)]",[]
8692,"[(['never', 'expected', '!'], 0.0625, 0.4, None)]",[]
9614,"[(['expected'], -0.1, 0.4, None)]",[]
7147,[],[]
10396,"[(['wrong'], -0.5, 0.9, None)]",[]
10442,"[(['secret'], -0.4, 0.7, None), (['russian'], 0.0, 0.0, None)]",[]
9738,"[(['cutting'], -0.6, 0.9, None)]",['Alabama']
7410,"[(['arrest'], -0.05, 0.0, None), (['deplorable'], -0.6, 0.9, None)]",['Texas']
5551,"[(['foreign'], -0.125, 0.125, None)]","['Syria', 'Russia']"
8648,"[(['fail'], -0.5, 0.29999999999999993, None), (['expected'], -0.1, 0.4, None)]",['U.S.']
9968,"[(['american'], 0.0, 0.0, None)]",[]
6818,"[(['first'], 0.25, 0.3333333333333333, None)]",[]
7103,"[(['own', '!'], 0.75, 1.0, None)]",[]
7938,"[(['green'], -0.2, 0.3, None)]","['Maryland', 'Undemocratic']"
6132,"[(['wants'], 0.2, 0.1, None), (['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
6865,"[(['new'], 0.13636363636363635, 0.45454545454545453, None), (['more'], 0.5, 0.5, None)]",['Fulfilling']
7986,[],[]
6622,[],[]
9785,[],['Israel']
5485,[],['Ukraine']
9748,[],[]
6351,"[(['multiple'], 0.0, 0.0, None)]",[]
9652,"[(['big'], 0.0, 0.1, None), (['grand'], 0.5, 1.0, None)]",[]
6893,"[(['daily'], 0.0, 0.0, None)]",[]
7831,"[(['western'], 0.0, 0.0, None), (['victim'], -0.07500000000000001, 0.05, None)]",[]
9253,"[(['much'], 0.2, 0.2, None)]",[]
8577,[],[]
10130,"[(['true'], 0.35, 0.65, None)]",[]
10391,[],[]
9742,"[(['hot'], 0.25, 0.8500000000000001, None)]",[]
7946,"[(['dead'], -0.2, 0.4, None), (['black'], -0.16666666666666666, 0.43333333333333335, None)]",[]
6939,"[(['jewish'], 0.0, 0.0, None)]",[]
7317,[],[]
6814,"[(['more'], 0.5, 0.5, None), (['own'], 0.6, 1.0, None)]",[]
5871,[],[]
6863,[],[]
10300,[],['India']
9765,"[(['top'], 0.5, 0.5, None), (['general'], 0.05000000000000002, 0.5, None)]",[]
9569,[],[]
6220,"[(['general'], 0.05000000000000002, 0.5, None)]",[]
5849,"[(['mysterious'], 0.0, 1.0, None)]",[]
5772,[],[]
8902,"[(['first'], 0.25, 0.3333333333333333, None), (['third'], 0.0, 0.0, None)]",[]
5760,"[(['military'], -0.1, 0.1, None)]","['Russia', 'India']"
7169,"[(['great'], 0.8, 0.75, None)]",[]
7966,"[(['famous'], 0.5, 1.0, None), (['obsessed'], -0.5, 1.0, None)]",[]
6895,[],[]
9302,"[(['appalled'], -0.8, 1.0, None)]",['Syria']
9565,[],[]
5826,[],"['Calais', 'France']"
6437,"[(['public'], 0.0, 0.06666666666666667, None), (['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
7588,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
9443,"[(['least'], -0.3, 0.4, None), (['back'], 0.0, 0.0, None)]",[]
6745,"[(['dark'], -0.15, 0.4, None), (['behind'], -0.4, 0.7, None), (['open'], 0.0, 0.5, None)]",[]
7314,"[(['starting'], 0.0, 0.1, None), (['middle'], 0.0, 0.0, None), (['really', 'bad'], -0.6999999999999998, 0.6666666666666666, None)]",[]
10056,"[(['wants'], 0.2, 0.1, None)]",['Montenegro']
9835,[],"['US', 'India']"
6787,[],['US']
5821,[],[]
6752,"[(['thanks'], 0.2, 0.2, None)]","['Turkey', 'Russia']"
8524,[],[]
7047,[],[]
10133,"[(['independent'], 0.0, 0.125, None)]",[]
9930,[],[]
9189,[],[]
5401,[],[]
10061,"[(['dead'], -0.2, 0.4, None)]",[]
6323,[],[]
6742,[],[]
5891,[],[]
6074,[],[]
6982,"[(['good'], 0.7, 0.6000000000000001, None)]",[]
7498,"[(['american'], 0.0, 0.0, None)]",[]
10060,"[(['american'], 0.0, 0.0, None)]",[]
9093,"[(['old'], 0.1, 0.2, None)]",[]
9102,[],[]
7132,[],[]
9514,"[(['near'], 0.1, 0.4, None)]","['US', 'Mosul']"
7940,"[(['only'], 0.0, 1.0, None), (['black'], -0.16666666666666666, 0.43333333333333335, None)]",[]
5482,[],[]
10241,[],[]
9364,"[(['ultimate'], 0.0, 1.0, None), (['human'], 0.0, 0.1, None)]",[]
7276,"[(['more'], 0.5, 0.5, None), (['less'], -0.16666666666666666, 0.06666666666666667, None)]",[]
7789,"[(['propaganda'], -0.1, 0.1, None)]",[]
8906,[],[]
10522,[],[]
9397,"[(['loses'], -0.3, 0.1, None)]",[]
8332,"[(['leftist'], -0.05, 0.6, None), (['blatant'], -0.5, 0.5, None)]",[]
8974,"[(['left'], 0.0, 0.0, None)]",[]
9008,"[(['hate'], -0.8, 0.9, None)]",[]
7236,[],[]
10001,[],[]
9613,[],['Mosul']
6972,"[(['first'], 0.25, 0.3333333333333333, None)]",[]
5728,"[(['former'], 0.0, 0.0, None)]",['US']
7166,"[(['sick'], -0.7142857142857143, 0.8571428571428571, None)]",[]
9965,"[(['new'], 0.13636363636363635, 0.45454545454545453, None), (['low'], 0.0, 0.3, None), (['most'], 0.5, 0.5, None), (['important', '!'], 0.5, 1.0, None)]",[]
7264,"[(['black'], -0.16666666666666666, 0.43333333333333335, None), (['normal'], 0.15, 0.6499999999999999, None)]",[]
8421,"[(['russian'], 0.0, 0.0, None)]","['Homs Province', 'The Vineyard of the']"
7433,[],[]
5682,"[(['political'], 0.0, 0.1, None)]",[]
8594,"[(['necessary'], 0.0, 1.0, None), (['standard'], 0.0, 0.0, None)]",[]
10152,"[(['game'], -0.4, 0.4, None)]",[]
7913,[],[]
9275,[],[]
5413,"[(['finally'], 0.0, 1.0, None)]",[]
7742,"[(['outside'], 0.0, 0.05, None)]",[]
8651,"[(['global'], 0.0, 0.0, None)]",[]
9381,"[(['killed'], -0.2, 0.0, None)]",['Orlando']
6837,"[(['many'], 0.5, 0.5, None), (['many'], 0.5, 0.5, None), (['different'], 0.0, 0.6, None), (['vast'], 0.0, 1.0, None)]",[]
9771,[],[]
6474,[],['Palestine']
7217,[],[]
9701,"[(['american'], 0.0, 0.0, None)]",[]
5445,"[(['economic'], 0.2, 0.2, None)]",[]
7313,[],[]
8956,"[(['challenging'], 0.5, 1.0, None), (['corrupt'], -0.5, 1.0, None)]",[]
6551,[],[]
9014,"[(['western'], 0.0, 0.0, None), (['only'], 0.0, 1.0, None)]",[]
6552,"[(['confirmed'], 0.4, 1.0, None)]",[]
5325,[],[]
7038,[],"['US', 'Afghanistan']"
6728,[],['The United States']
5484,"[(['second'], 0.0, 0.0, None)]",[]
8039,"[(['hard'], -0.2916666666666667, 0.5416666666666666, None), (['digital'], 0.0, 0.0, None)]",[]
6936,"[(['significantly'], 0.375, 0.875, None)]",[]
10028,[],[]
9242,"[(['first'], 0.25, 0.3333333333333333, None), (['crying'], -0.2, 0.6, None)]",[]
9623,[],[]
6159,"[(['first'], 0.25, 0.3333333333333333, None)]",[]
6367,[],[]
6090,[],['Russia']
6210,[],['Florida']
8283,[],[]
7271,"[(['nearly'], 0.1, 0.4, None), (['wild'], 0.1, 0.4, None)]",[]
9917,"[(['most'], 0.5, 0.5, None)]",[]
7524,[],[]
9913,"[(['new'], 0.13636363636363635, 0.45454545454545453, None), (['new'], 0.13636363636363635, 0.45454545454545453, None)]",['New Eastern Outlook']
6633,"[(['free'], 0.4, 0.8, None), (['healthy'], 0.5, 0.5, None)]",[]
8389,[],['U.S.']
9487,"[(['real'], 0.2, 0.30000000000000004, None)]",[]
8326,"[(['next'], 0.0, 0.0, None)]",['the United States of America']
7381,"[(['wins'], 0.3, 0.2, None)]",[]
7216,[],[]
9314,"[(['southern'], 0.0, 0.0, None), (['center', '!'], -0.125, 0.1, None)]",[]
5329,[],[]
10270,[],[]
8752,"[(['confirmed'], 0.4, 1.0, None), (['public'], 0.0, 0.06666666666666667, None), (['overwhelmingly'], 0.5, 1.0, None), (['win'], 0.8, 0.4, None)]",[]
7114,"[(['political'], 0.0, 0.1, None)]",['Turkey']
10444,[],[]
7146,[],[]
5538,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
9804,"[(['wins'], 0.3, 0.2, None), (['historic'], 0.0, 0.0, None)]",[]
8376,[],[]
7090,[],['Australia']
8505,[],[]
9432,[],[]
7677,[],[]
7095,[],[]
6859,"[(['major'], 0.0625, 0.5, None)]",[]
7305,"[(['social'], 0.03333333333333333, 0.06666666666666667, None)]",['Blogs']
10453,"[(['real'], 0.2, 0.30000000000000004, None)]",[]
5546,[],[]
7425,[],['Oklahoma']
6880,"[(['welcome'], 0.8, 0.9, None), (['new'], 0.13636363636363635, 0.45454545454545453, None)]",['PARIS']
9998,[],[]
6830,[],"['US', 'Russia']"
7000,"[(['shocking'], -1.0, 1.0, None)]",[]
8417,"[(['weird'], -0.5, 1.0, None)]",[]
8422,"[(['only'], 0.0, 1.0, None)]",[]
10439,[],[]
7667,[],[]
8032,"[(['nearly', 'killed'], -0.2, 0.0, None)]",[]
7304,"[(['former'], 0.0, 0.0, None), (['sexual'], 0.5, 0.8333333333333334, None)]",['Finland']
10501,[],[]
8938,[],['Canada']
6600,"[(['tiny'], 0.0, 0.5, None)]",['U.S.']
5612,"[(['more'], 0.5, 0.5, None), (['more'], 0.5, 0.5, None)]",[]
10113,[],[]
9409,[],[]
7823,"[(['no', 'jail'], 0.05, 0.0, None), (['own'], 0.6, 1.0, None), (['middle'], 0.0, 0.0, None), (['drunk'], -0.5, 1.0, None)]",[]
5596,"[(['modern'], 0.2, 0.3, None)]",['US']
9293,"[(['strange'], -0.05, 0.15, None)]",['Alaska']
7480,[],[]
5547,"[(['religious'], 0.0, 0.25, None), (['public'], 0.0, 0.06666666666666667, None)]",['Quebec']
10410,"[(['global'], 0.0, 0.0, None)]",[]
5590,"[(['far'], 0.1, 1.0, None)]",['Enter Mosul']
5502,"[(['russian'], 0.0, 0.0, None), (['supporting'], 0.25, 0.25, None)]",['US']
7127,"[(['former'], 0.0, 0.0, None)]",[]
9169,[],[]
5850,"[(['secret'], -0.4, 0.7, None)]",[]
8762,"[(['important'], 0.4, 1.0, None)]",[]
9428,"[(['public'], 0.0, 0.06666666666666667, None)]",[]
9535,[],[]
6246,"[(['crooked'], 0.0, 0.1, None), (['illegal'], -0.5, 0.5, None)]",[]
5602,"[(['incredible'], 0.9, 0.9, None), (['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
9303,[],['Wisconsin']
7200,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]","[""New Clinton Emails - The Onion - America's""]"
5336,"[(['due'], -0.125, 0.375, None)]",[]
9764,[],[]
7375,"[(['shallow'], -0.3333333333333333, 0.5, None), (['central'], 0.0, 0.25, None)]",['Rome']
7014,[],['Sledgehammer']
10304,[],['North Carolina']
8709,[],[]
7670,"[(['near'], 0.1, 0.4, None), (['russian'], 0.0, 0.0, None), (['first'], 0.25, 0.3333333333333333, None)]",['US']
10462,[],['US']
9463,[],"['Pakistan', 'India']"
10340,"[(['new'], 0.13636363636363635, 0.45454545454545453, None)]",[]
9525,[],[]
8949,"[(['next'], 0.0, 0.0, None), (['sheer'], 0.0, 0.75, None), (['own'], 0.6, 1.0, None)]",[]
6989,"[(['foreign'], -0.125, 0.125, None)]",[]
7210,[],['The United States of America']
9474,"[(['next'], 0.0, 0.0, None), (['greatest'], 1.0, 1.0, None)]",[]
9977,[],[]
6167,"[(['firm'], -0.2, 0.4, None), (['wins'], 0.3, 0.2, None)]",['South Korea -']
9019,"[(['fail'], -0.5, 0.29999999999999993, None), (['becoming'], 0.45, 0.8500000000000001, None)]",['Hollywood']
7484,[],[]
6432,"[(['sexual'], 0.5, 0.8333333333333334, None), (['seriously'], -0.3333333333333333, 0.6666666666666666, None)]",[]
8181,[],[]
8635,"[(['russian'], 0.0, 0.0, None)]",[]
10179,"[(['russian'], 0.0, 0.0, None)]",[]
5671,[],[]
8497,[],[]
5673,"[(['complete'], 0.1, 0.4, None)]",[]
6319,[],[]
5812,[],[]
7222,"[(['most'], 0.5, 0.5, None), (['dangerous'], -0.6, 0.9, None)]",[]
7223,[],[]
7922,"[(['actually'], 0.0, 0.1, None)]",[]
8397,"[(['irish'], 0.0, 0.0, None), (['killed'], -0.2, 0.0, None)]",[]
8525,"[(['alien'], -0.25, 0.75, None)]",[]
9232,[],['Syria']
10247,"[(['love'], 0.5, 0.6, None)]",[]
7345,"[(['killed'], -0.2, 0.0, None)]",['Moscow']
6672,[],[]
5408,[],['Texas county']
10372,"[(['own'], 0.6, 1.0, None), (['black'], -0.16666666666666666, 0.43333333333333335, None)]",[]
5439,"[(['really'], 0.2, 0.2, None), (['african'], 0.0, 0.0, None)]",[]
5623,"[(['white'], 0.0, 0.0, None)]",[]
